,date,song,artist,peak-rank,weeks-on-board
5535,2015-02-21,Out The Speakers,A-Trak + Milo & Otis Featuring Rich Kidz,98,1
5536,2015-02-21,Girl Crush,Little Big Town,18,24
5537,2015-02-21,Lay Me Down,Sam Smith,8,20
5538,2015-02-21,Blessings,Big Sean Featuring Drake,28,20
5539,2015-02-28,Energy,Drake,26,20
5540,2015-02-28,What Kind Of Man,Florence + The Machine,88,2
5541,2015-02-28,One Last Time,Ariana Grande,13,20
5542,2015-02-28,Preach,Drake Featuring PARTYNEXTDOOR,82,2
5543,2015-02-28,Legend,Drake,52,12
5544,2015-02-28,10 Bands,Drake,58,13
5545,2015-02-28,Used To,Drake Featuring Lil Wayne,84,2
5546,2015-02-28,Where You Belong,The Weeknd,95,1
5547,2015-02-28,"Honey, I'm Good.",Andy Grammer,9,31
5548,2015-02-28,I Put A Spell On You,Annie Lennox,97,1
5549,2015-02-28,Keep Your Money,Empire Cast Featuring Jussie Smollett,99,1
5550,2015-02-28,Little Red Wagon,Miranda Lambert,55,11
5551,2015-03-07,Wonderland,Taylor Swift,51,1
5552,2015-03-07,No Tellin',Drake,81,2
5553,2015-03-07,6 God,Drake,83,1
5554,2015-03-07,Now & Forever,Drake,95,1
5555,2015-03-07,6 Man,Drake,97,1
5556,2015-03-07,Go Hard Or Go Home,Wiz Khalifa & Iggy Azalea,86,2
5557,2015-03-07,Know Yourself,Drake,53,20
5558,2015-03-14,I Want You To Know,Zedd Featuring Selena Gomez,17,16
5559,2015-03-14,All Your Fault,Big Sean Featuring Kanye West,80,1
5560,2015-03-14,You Are In Love,Taylor Swift,83,1
5561,2015-03-14,Nobody Love,Tori Kelly,60,11
5562,2015-03-14,Raise 'Em Up,Keith Urban Featuring Eric Church,56,14
5563,2015-03-14,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,82,10
5564,2015-03-14,Watch Me,Silento,3,51
5565,2015-03-14,Paradise,Big Sean,99,1
5566,2015-03-14,Smoke,A Thousand Horses,47,20
5567,2015-03-14,You're So Beautiful,Empire Cast Featuring Jussie Smollett & Yazz,47,4
5568,2015-03-14,First Kiss,Kid Rock,66,1
5569,2015-03-21,Conqueror,Empire Cast Featuring Estelle & Jussie Smollett,42,2
5570,2015-03-21,I Really Like You,Carly Rae Jepsen,39,20
5571,2015-03-21,All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",15,15
5572,2015-03-21,Don't It,Billy Currington,44,20
5573,2015-03-21,Adore,Cashmere Cat Featuring Ariana Grande,93,1
5574,2015-03-21,She Don't Love You,Eric Paslay,77,12
5575,2015-03-21,Monster,Meek Mill,96,1
5576,2015-03-21,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,45
5577,2015-03-21,New Romantics,Taylor Swift,46,8
5578,2015-03-28,Believe,Mumford & Sons,31,15
5579,2015-03-28,Want To Want Me,Jason Derulo,5,35
5580,2015-03-28,Games,Luke Bryan,92,5
5581,2015-03-28,Bills,LunchMoney Lewis,79,6
5582,2015-03-28,Bright,Echosmith,40,20
5583,2015-03-28,Wild Child,Kenny Chesney With Grace Potter,56,15
5584,2015-03-28,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,55,17
5585,2015-03-28,Little Toy Guns,Carrie Underwood,47,18
5586,2015-03-28,See You Again,Wiz Khalifa Featuring Charlie Puth,1,52
5587,2015-04-04,Alright,Kendrick Lamar,81,14
5588,2015-04-04,Fairly Local,twenty one pilots,84,1
5589,2015-04-04,Wesley's Theory,Kendrick Lamar Featuring George Clinton & Thundercat,91,1
5590,2015-04-04,These Walls,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",94,1
5591,2015-04-04,Institutionalized,"Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg",99,1
5592,2015-04-04,King Kunta,Kendrick Lamar,58,11
5593,2015-04-04,The Blacker The Berry,Kendrick Lamar,66,1
5594,2015-04-11,B**** Better Have My Money,Rihanna,15,23
5595,2015-04-11,Failure,Breaking Benjamin,80,1
5596,2015-04-11,Baby Blue,Action Bronson Featuring Chance The Rapper,91,1
5597,2015-04-11,Love You Like That,Canaan Smith,46,20
5598,2015-04-11,You Know You Like It,DJ Snake & AlunaGeorge,13,21
5599,2015-04-11,Like A Wrecking Ball,Eric Church,51,22
5600,2015-04-11,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,56,30
5601,2015-04-11,Trouble,Iggy Azalea Featuring Jennifer Hudson,67,5
5602,2015-04-11,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8,24
5603,2015-04-18,The Matrimony,Wale Featuring Usher,70,19
5604,2015-04-18,Get Low,Dillon Francis & DJ Snake,61,9
5605,2015-04-18,Good Lovin,Ludacris Featuring Miguel,91,2
5606,2015-04-18,Love Me Like You Mean It,Kelsea Ballerini,45,18
5607,2015-04-18,Commas,Future,55,20
5608,2015-04-25,Lean On,Major Lazer & DJ Snake Featuring MO,4,48
5609,2015-04-25,Tear In My Heart,twenty one pilots,82,8
5610,2015-04-25,Crash And Burn,Thomas Rhett,36,20
5611,2015-04-25,Goodbye,Who Is Fancy,98,1
5612,2015-04-25,Baby Be My Love Song,Easton Corbin,56,16
5613,2015-04-25,Ride Out,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",70,3
5614,2015-05-02,Nasty Freestyle,T-Wayne,9,20
5615,2015-05-02,Fight Song,Rachel Platten,6,31
5616,2015-05-02,American Oxygen,Rihanna,78,4
5617,2015-05-02,Sangria,Blake Shelton,38,20
5618,2015-05-02,Be Real,Kid Ink Featuring DeJ Loaf,43,20
5619,2015-05-02,Imagine,Sawyer Fredericks,98,1
5620,2015-05-02,Renegades,X Ambassadors,17,35
5621,2015-05-02,House Of The Rising Sun,Kimberly Nichole,100,1
5622,2015-05-09,Hallelujah,Panic! At The Disco,40,1
5623,2015-05-09,Nasty,Bandit Gang Marco Featuring Dro,41,9
5624,2015-05-09,Make It Rain,Koryn Hawthorne,84,1
5625,2015-05-09,Nothing Without Love,Nate Ruess,77,4
5626,2015-05-09,Cheerleader,OMI,1,35
5627,2015-05-09,Flex (Ooh Ooh Ooh),Rich Homie Quan,26,27
5628,2015-05-09,I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,90,9
5629,2015-05-09,Iris,Sawyer Fredericks,100,1
5630,2015-05-16,Infinity,Mariah Carey,82,1
5631,2015-05-16,Stressed Out,twenty one pilots,2,52
5632,2015-05-16,Flicka Da Wrist,Chedda Da Connect,94,4
5633,2015-05-16,One Hell Of An Amen,Brantley Gilbert,44,18
5634,2015-05-16,Crushin' It,Brad Paisley,66,15
5635,2015-05-16,Simple Man,Sawyer Fredericks,71,1
5636,2015-05-23,Pretty Girls,Britney Spears & Iggy Azalea,29,8
5637,2015-05-23,Coffee,Miguel,78,3
5638,2015-05-23,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi",66,8
5639,2015-05-23,The Night Is Still Young,Nicki Minaj,31,17
5640,2015-05-23,Shine On,Sawyer Fredericks,99,1
5641,2015-05-23,Classic Man,Jidenna Featuring Roman GianArthur,22,21
5642,2015-05-30,Fun,Pitbull Featuring Chris Brown,40,15
5643,2015-05-30,Photograph,Ed Sheeran,10,30
5644,2015-05-30,Beautiful Life,Nick Fradiani,93,1
5645,2015-05-30,A Thousand Years,Sawyer Fredericks,94,1
5646,2015-05-30,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",68,15
5647,2015-05-30,I'm Comin' Over,Chris Young,33,23
5648,2015-05-30,This Summer's Gonna Hurt...,Maroon 5,23,13
5649,2015-06-06,Kick The Dust Up,Luke Bryan,26,20
5650,2015-06-06,Please,Sawyer Fredericks,37,1
5651,2015-06-06,Beautiful Now,Zedd Featuring Jon Bellion,64,14
5652,2015-06-06,Change My Mind,Meghan Linsey,92,1
5653,2015-06-06,Flashlight,Jessie J,61,7
5654,2015-06-06,Old Man,Sawyer Fredericks,63,1
5655,2015-06-13,The Hills,The Weeknd,1,48
5656,2015-06-13,Electric Body,A$AP Rocky Featuring ScHoolboy Q,80,2
5657,2015-06-13,Stitches,Shawn Mendes,4,52
5658,2015-06-13,Young & Crazy,Frankie Ballard,55,15
5659,2015-06-13,Buy Me A Boat,Chris Janson,41,20
5660,2015-06-13,You Changed Me,Jamie Foxx Featuring Chris Brown,93,2
5661,2015-06-13,Kiss You In The Morning,Michael Ray,55,14
5662,2015-06-13,Planez,Jeremih Featuring J. Cole,44,20
5663,2015-06-13,Loving You Easy,Zac Brown Band,40,17
5664,2015-06-13,L$D,A$AP Rocky,62,3
5665,2015-06-20,Phenomenal,Eminem,47,1
5666,2015-06-20,House Party,Sam Hunt,26,20
5667,2015-06-20,Everyday,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,92,2
5668,2015-06-20,Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B,90,7
5669,2015-06-20,Hell Of A Night,Dustin Lynch,55,16
5670,2015-06-20,"Ulay, Oh",How I Became The Bomb,58,1
5671,2015-06-27,Can't Feel My Face,The Weeknd,1,41
5672,2015-06-27,3500,Travi$ Scott Featuring Future & 2 Chainz,82,1
5673,2015-06-27,"John Cougar, John Deere, John 3:16",Keith Urban,40,20
5674,2015-06-27,Back It Up,Prince Royce Featuring Jennifer Lopez & Pitbull,92,2
5675,2015-06-27,This Could Be Us,Rae Sremmurd,49,20
5676,2015-06-27,Lose My Mind,Brett Eldredge,48,20
5677,2015-07-04,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,21,20
5678,2015-07-04,B**** I'm Madonna,Madonna Featuring Nicki Minaj,84,2
5679,2015-07-04,Sparks,Hilary Duff,93,1
5680,2015-07-04,Good Thing,Sage The Gemini Featuring Nick Jonas,75,8
5681,2015-07-04,Ghost Town,Adam Lambert,64,17
5682,2015-07-11,Good For You,Selena Gomez Featuring A$AP Rocky,5,26
5683,2015-07-11,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,21,20
5684,2015-07-11,Yoga,Janelle Monae & Jidenna,79,6
5685,2015-07-11,Real Life,Jake Owen,74,13
5686,2015-07-11,Like I Can,Sam Smith,99,2
5687,2015-07-11,Check,Young Thug,100,1
5688,2015-07-11,No Sleeep,Janet Featuring J. Cole,63,2
5689,2015-07-11,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,43,14
5690,2015-07-18,679,Fetty Wap Featuring Remy Boyz,4,40
5691,2015-07-18,Cool For The Summer,Demi Lovato,11,20
5692,2015-07-18,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,84,14
5693,2015-07-18,Do It Again,Pia Mia Featuring Chris Brown & Tyga,71,11
5694,2015-07-18,Bad For You,Meek Mill Featuring Nicki Minaj,78,2
5695,2015-07-18,My Way,Fetty Wap Featuring Monty,7,22
5696,2015-07-18,Brother,NEEDTOBREATHE Featuring Gavin DeGraw,98,2
5697,2015-07-18,R.I.C.O.,Meek Mill Featuring Drake,40,13
5698,2015-07-25,Lord Knows,Meek Mill,88,2
5699,2015-07-25,Jump Out The Face,Meek Mill Featuring Future,91,2
5700,2015-07-25,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,8,39
5701,2015-07-25,Ex's & Oh's,Elle King,10,38
5702,2015-07-25,Break Up With Him,Old Dominion,44,20
5703,2015-07-25,Love Is Your Name,Steven Tyler,75,1
5704,2015-08-01,Kings Never Die,Eminem Featuring Gwen Stefani,80,2
5705,2015-08-01,Should've Been Us,Tori Kelly,51,10
5706,2015-08-01,Fly,Maddie & Tae,61,14
5707,2015-08-01,Burning House,Cam,29,25
5708,2015-08-08,She's Kinda Hot,5 Seconds Of Summer,22,9
5709,2015-08-08,Strip It Down,Luke Bryan,30,20
5710,2015-08-08,Locked Away,R. City Featuring Adam Levine,6,27
5711,2015-08-08,Blow A Bag,Future,95,1
5712,2015-08-08,Save It For A Rainy Day,Kenny Chesney,54,17
5713,2015-08-08,Dance Like We're Making Love,Ciara,100,1
5714,2015-08-08,How Deep Is Your Love,Calvin Harris & Disciples,27,20
5715,2015-08-08,Where Ya At,Future Featuring Drake,28,25
5716,2015-08-15,Fire N Gold,Bea Miller,78,1
5717,2015-08-15,Cheyenne,Jason Derulo,66,7
5718,2015-08-22,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",38,6
5719,2015-08-22,Drag Me Down,One Direction,3,20
5720,2015-08-22,Back To Back,Drake,21,20
5721,2015-08-22,Charged Up,Drake,78,1
5722,2015-08-22,100,The Game Featuring Drake,82,10
5723,2015-08-22,Comfortable,K Camp,54,15
5724,2015-08-22,Let Me See Ya Girl,Cole Swindell,59,18
5725,2015-08-22,Here,Alessia Cara,5,34
5726,2015-08-22,If Only,Dove Cameron,94,2
5727,2015-08-22,Omen,Disclosure Featuring Sam Smith,64,6
5728,2015-08-22,Hotline Bling,Drake,2,36
5729,2015-08-29,Again,Fetty Wap,33,26
5730,2015-08-29,100 Grandkids,Mac Miller,100,1
5731,2015-08-29,High By The Beach,Lana Del Rey,51,3
5732,2015-08-29,Love Myself,Hailee Steinfeld,30,16
5733,2015-08-29,Nothin' Like You,Dan + Shay,51,19
5734,2015-08-29,Gonna Wanna Tonight,Chase Rice,67,12
5735,2015-08-29,Black Magic,Little Mix,67,8
5736,2015-09-05,Straight Outta Compton,N.W.A,38,2
5737,2015-09-05,Hit The Quan,iLoveMemphis,15,20
5738,2015-09-05,Boyz-N-The Hood,Eazy-E,50,2
5739,2015-09-05,The Fix,Nelly Featuring Jeremih,62,20
5740,2015-09-05,Fly Away,5 Seconds Of Summer,100,1
5741,2015-09-12,Smoke Break,Carrie Underwood,43,19
5742,2015-09-12,I'm To Blame,Kip Moore,100,1
5743,2015-09-12,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",12,20
5744,2015-09-12,Liquor,Chris Brown,60,17
5745,2015-09-12,About You,Trey Songz,83,3
5746,2015-09-12,Cecilia And The Satellite,Andrew McMahon In The Wilderness,96,3
5747,2015-09-12,Levels,Nick Jonas,44,12
5748,2015-09-19,Prisoner,The Weeknd Featuring Lana Del Rey,47,3
5749,2015-09-19,What Do You Mean?,Justin Bieber,1,31
5750,2015-09-19,In The Night,The Weeknd,12,20
5751,2015-09-19,Shameless,The Weeknd,79,2
5752,2015-09-19,Losers,The Weeknd Featuring Labrinth,85,1
5753,2015-09-19,Roots,Imagine Dragons,77,1
5754,2015-09-19,Dark Times,The Weeknd Featuring Ed Sheeran,91,3
5755,2015-09-19,Jet Black Heart,5 Seconds Of Summer,95,1
5756,2015-09-19,New Americana,Halsey,60,17
5757,2015-09-19,Tell Your Friends,The Weeknd,54,3
5758,2015-09-19,Acquainted,The Weeknd,60,18
5759,2015-09-19,Real Life,The Weeknd,62,2
5760,2015-09-26,Burn Slow,Wiz Khalifa Featuring Rae Sremmurd,83,1
5761,2015-09-26,White Iverson,Post Malone,14,30
5762,2015-09-26,Ginza,J Balvin,84,15
5763,2015-09-26,Antidote,Travis Scott,16,26
5764,2015-10-03,Same Old Love,Selena Gomez,5,28
5765,2015-10-03,Nothing But Trouble (Instagram Models),Lil Wayne & Charlie Puth,86,7
5766,2015-10-03,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,63,18
5767,2015-10-03,Gonna,Blake Shelton,54,18
5768,2015-10-03,Hold My Hand,Jess Glynne,86,6
5769,2015-10-03,Firestone,Kygo Featuring Conrad,92,1
5770,2015-10-03,Hide Away,Daya,23,27
5771,2015-10-03,Come Get Her,Rae Sremmurd,56,19
5772,2015-10-03,Right Hand,Drake,58,19
5773,2015-10-10,On My Mind,Ellie Goulding,13,22
5774,2015-10-10,Jumpman,Drake & Future,12,32
5775,2015-10-10,Digital Dash,Drake & Future,62,7
5776,2015-10-10,Confident,Demi Lovato,21,20
5777,2015-10-10,Live From The Gutter,Drake & Future,74,5
5778,2015-10-10,Scholarships,Drake & Future,69,7
5779,2015-10-10,30 For 30 Freestyle,Drake,88,2
5780,2015-10-10,I'm The Plug,Drake & Future,76,5
5781,2015-10-10,Die A Happy Man,Thomas Rhett,21,30
5782,2015-10-10,Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley,83,6
5783,2015-10-10,Hold Each Other,A Great Big World Featuring FUTURISTIC,99,2
5784,2015-10-10,Runnin' (Lose It All),Naughty Boy Featuring Beyonce & Arrow Benjamin,90,1
5785,2015-10-10,Big Rings,Drake & Future,52,20
5786,2015-10-10,Infinity,One Direction,54,2
5787,2015-10-10,RGF Island,Fetty Wap,57,14
5788,2015-10-10,Diamonds Dancing,Drake & Future,53,8
5789,2015-10-10,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,71,19
5790,2015-10-17,Plastic Bag,Drake & Future,78,2
5791,2015-10-17,Change Locations,Drake & Future,82,3
5792,2015-10-17,Don't,Bryson Tiller,13,34
5793,2015-10-17,Jugg,Fetty Wap Featuring Monty,86,6
5794,2015-10-17,Jersey,Future,87,2
5795,2015-10-17,Lay It All On Me,Rudimental Featuring Ed Sheeran,48,16
5796,2015-10-17,Alive,Sia,56,3
5797,2015-10-17,Writing's On The Wall,Sam Smith,71,2
5798,2015-10-24,Back Up,DeJ Loaf Featuring Big Sean,47,18
5799,2015-10-24,Stay A Little Longer,Brothers Osborne,46,20
5800,2015-10-24,Break Up In A Small Town,Sam Hunt,29,20
5801,2015-10-31,I Got The Boy,Jana Kramer,56,16
5802,2015-10-31,Top Of The World,Tim McGraw,73,13
5803,2015-10-31,Love Me,The 1975,100,1
5804,2015-11-07,Perfect,One Direction,10,20
5805,2015-11-07,Cake By The Ocean,DNCE,9,46
5806,2015-11-07,Say It,Tory Lanez,23,24
5807,2015-11-07,Roses,The Chainsmokers Featuring Rozes,6,31
5808,2015-11-07,Home,One Direction,74,2
5809,2015-11-07,Can't Sleep Love,Pentatonix,99,1
5810,2015-11-14,Hello,Adele,1,26
5811,2015-11-14,Sorry,Justin Bieber,1,42
5812,2015-11-14,Used To Love You Sober,Kane Brown,82,1
5813,2015-11-14,Used To Love You,Gwen Stefani,52,9
5814,2015-11-14,Dibs,Kelsea Ballerini,58,17
5815,2015-11-14,I Love This Life,LOCASH,56,18
5816,2015-11-14,Exchange,Bryson Tiller,26,34
5817,2015-11-14,Emperor's New Clothes,Panic! At The Disco,68,4
5818,2015-11-21,Tennessee Whiskey,Chris Stapleton,20,6
5819,2015-11-21,Focus,Ariana Grande,7,13
5820,2015-11-21,I'll Show You,Justin Bieber,19,12
5821,2015-11-21,"Me, Myself & I",G-Eazy x Bebe Rexha,7,37
5822,2015-11-21,Beautiful Drug,Zac Brown Band,52,20
5823,2015-11-21,Already Callin' You Mine,Parmalee,91,3
5824,2015-11-21,We Went,Randy Houser,60,13
5825,2015-11-28,Traveller,Chris Stapleton,87,1
5826,2015-11-28,Halo,Jordan Smith,88,1
5827,2015-11-28,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,22,14
5828,2015-11-28,Stand By You,Rachel Platten,37,20
5829,2015-11-28,My House,Flo Rida,4,39
5830,2015-11-28,Adventure Of A Lifetime,Coldplay,13,20
5831,2015-11-28,Do It Like Me,DLOW,45,15
5832,2015-11-28,History,One Direction,65,6
5833,2015-12-05,Great Is Thy Faithfulness,Jordan Smith,30,1
5834,2015-12-05,The Feeling,Justin Bieber Featuring Halsey,31,7
5835,2015-12-05,Mark My Words,Justin Bieber,42,4
5836,2015-12-05,Purpose,Justin Bieber,43,7
5837,2015-12-05,Love Yourself,Justin Bieber,1,41
5838,2015-12-05,No Pressure,Justin Bieber Featuring Big Sean,49,4
5839,2015-12-05,Been You,Justin Bieber,81,1
5840,2015-12-05,If I Could Fly,One Direction,83,1
5841,2015-12-05,Olivia,One Direction,87,1
5842,2015-12-05,We Are,Justin Bieber Featuring Nas,88,1
5843,2015-12-05,Get Used To It,Justin Bieber,90,1
5844,2015-12-05,A.M.,One Direction,94,1
5845,2015-12-05,Temporary Fix,One Direction,96,1
5846,2015-12-05,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,20,20
5847,2015-12-05,Trust,Justin Bieber,98,1
5848,2015-12-05,Never Enough,One Direction,100,1
5849,2015-12-05,Children,Justin Bieber,74,1
5850,2015-12-05,Company,Justin Bieber,53,12
5851,2015-12-05,No Sense,Justin Bieber Featuring Travi$ Scott,54,3
5852,2015-12-05,Life Is Worth Living,Justin Bieber,67,2
5853,2015-12-12,When We Were Young,Adele,14,20
5854,2015-12-12,Rich $ex,Future,100,1
5855,2015-12-12,Send My Love (To Your New Lover),Adele,8,27
5856,2015-12-12,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,38,19
5857,2015-12-12,Best Friend,Young Thug,45,20
5858,2015-12-12,Remedy,Adele,87,1
5859,2015-12-12,Water Under The Bridge,Adele,26,22
5860,2015-12-19,Down In The DM,Yo Gotti Featuring Nicki Minaj,13,21
5861,2015-12-19,I'd Just Love To Lay You Down,Barrett Baber,92,1
5862,2015-12-19,Daddy,PSY Featuring CL,97,1
5863,2015-12-19,Girls Just Want To Have Fun,Madi Davis,98,1
5864,2015-12-19,One Call Away,Charlie Puth,12,26
5865,2015-12-19,Hallelujah,Jordan Smith,61,1
5866,2015-12-26,Somebody To Love,Jordan Smith,21,2
5867,2015-12-26,Dessert,Dawin,68,11
5868,2015-12-26,Backroad Song,Granger Smith,49,16
5869,2015-12-26,Random,G-Eazy,94,1
5870,2015-12-26,Sorry,Rick Ross Featuring Chris Brown,97,1
5871,2015-12-26,Drifting,G-Eazy Featuring Chris Brown & Tory Lanez,98,1
5872,2015-12-26,Hands To Myself,Selena Gomez,7,20
5873,2016-01-02,Mary Did You Know,Jordan Smith,24,1
5874,2016-01-02,Good To Be Alive (Hallelujah),Andy Grammer,62,10
5875,2016-01-02,Sorry Not Sorry,Bryson Tiller,67,15
5876,2016-01-02,Hollow,Tori Kelly,68,11
5877,2016-01-02,God Only Knows,Jordan Smith & Adam Levine,90,1
5878,2016-01-02,Burning House,Emily Ann Roberts,56,1
5879,2016-01-02,Back To Sleep,Chris Brown,20,20
5880,2016-01-02,You Should Be Here,Cole Swindell,31,20
5881,2016-01-02,Climb Every Mountain,Jordan Smith,72,1
5882,2016-01-09,Zero,Chris Brown,80,2
5883,2016-01-09,Hallelujah,Lindsey Stirling,81,1
5884,2016-01-09,Little More (Royalty),Chris Brown,91,1
5885,2016-01-09,Really Really,Kevin Gates,46,26
5886,2016-01-09,Let It Go,James Bay,16,34
5887,2016-01-09,Stick Talk,Future,91,2
5888,2016-01-09,Get Ugly,Jason Derulo,52,12
5889,2016-01-16,Watch Out,2 Chainz,64,11
5890,2016-01-16,Mr. Misunderstood,Eric Church,84,5
5891,2016-01-16,Break On Me.,Keith Urban,54,12
5892,2016-01-16,Confession,Florida Georgia Line,53,20
5893,2016-01-23,Oui,Jeremih,19,27
5894,2016-01-23,2 Phones,Kevin Gates,17,25
5895,2016-01-23,Nobody To Blame,Chris Stapleton,68,15
5896,2016-01-23,Heartbeat,Carrie Underwood,42,14
5897,2016-01-23,Sugar,Robin Schulz Featuring Francesco Yates,44,15
5898,2016-01-30,Lazarus,David Bowie,40,1
5899,2016-01-30,Blackstar,David Bowie,78,1
5900,2016-01-30,Drunk On Your Love,Brett Eldredge,35,15
5901,2016-01-30,Bang My Head,David Guetta Featuring Sia & Fetty Wap,76,6
5902,2016-02-06,I Took A Pill In Ibiza,Mike Posner,4,37
5903,2016-02-06,Walking On A Dream,Empire Of The Sun,65,5
5904,2016-02-06,Death Of A Bachelor,Panic! At The Disco,92,1
5905,2016-02-06,Middle,DJ Snake Featuring Bipolar Sunshine,20,21
5906,2016-02-06,7 Years,Lukas Graham,2,36
5907,2016-02-06,Lean & Dabb,iLoveMemphis,98,1
5908,2016-02-06,Victorious,Panic! At The Disco,89,4
5909,2016-02-13,Work,Rihanna Featuring Drake,1,36
5910,2016-02-13,Something In The Way You Move,Ellie Goulding,43,10
5911,2016-02-13,I Like The Sound Of That,Rascal Flatts,52,16
5912,2016-02-13,My Church,Maren Morris,50,20
5913,2016-02-13,Country Nation,Brad Paisley,94,2
5914,2016-02-13,Humble And Kind,Tim McGraw,30,20
5915,2016-02-13,Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne,97,1
5916,2016-02-13,Somewhere On A Beach,Dierks Bentley,35,20
5917,2016-02-13,Snapback,Old Dominion,50,20
5918,2016-02-13,Bake Sale,Wiz Khalifa Featuring Travi$ Scott,56,2
5919,2016-02-20,Pillowtalk,Zayn,1,24
5920,2016-02-20,Summer Sixteen,Drake,6,14
5921,2016-02-20,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,9,24
5922,2016-02-20,Youth,Troye Sivan,23,18
5923,2016-02-20,Needed Me,Rihanna,7,45
5924,2016-02-20,Jam,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",97,1
5925,2016-02-20,Hymn For The Weekend,Coldplay,25,23
5926,2016-02-27,Ophelia,The Lumineers,66,12
5927,2016-02-27,Die A Happy Man,Nelly,83,1
5928,2016-02-27,Don't Let Me Down,The Chainsmokers Featuring Daya,3,52
5929,2016-02-27,Whisper,Chase Rice,94,1
5930,2016-02-27,Little Bit Of You,Chase Bryant,71,11
5931,2016-02-27,Low Life,Future Featuring The Weeknd,18,35
5932,2016-02-27,Fly S**t Only,Future,67,1
5933,2016-02-27,Jimmy Choo,Fetty Wap,65,11
5934,2016-03-05,Cheap Thrills,Sia Featuring Sean Paul,1,52
5935,2016-03-05,Never Forget You,Zara Larsson & MNEK,13,23
5936,2016-03-05,Might Be,DJ Luke Nasty,78,10
5937,2016-03-05,Think Of You,Chris Young Duet With Cassadee Pope,40,20
5938,2016-03-05,All I Ask,Adele,77,1
5939,2016-03-05,Promise,Kid Ink Featuring Fetty Wap,57,14
5940,2016-03-05,That Don't Sound Like You,Lee Brice,64,11
